Серийный номер;Выходное напряжение (без нагрузки) [В];Выходное напряжение при Vin18 [В];Выходное напряжение при Vin24 [В];Выходное напряжение при Vin36 [В];Выходное напряжение(половина нагрузки) при Vin24 [В];LineReg [%];LoadReg [%];LoadReg + LineReg [%];Пульсации при Vin18 [мВp-p];Пульсации при Vin24 [мВp-p];Пульсации при Vin36 [мВp-p];ПульсацииRMS [мВ];КПД при Vin18 [В];КПД при Vin24 [В];КПД при Vin36 [В];Напряжение отключения [В];Выходное напряжение в режиме генератора тока [В];Выходной ток в режиме генератора тока [А];Пульсации в режиме генератора тока [мВр-р];
RP060620230900035;5.015;5.02;5.02;5.021;5.017;0.02;0.1;0.12000000000000001;272.0;240.0;200.0;24.3;88.8;89.3;89.0;2.5;0.901;45.129;244.0
RP060620230900036;5.03;5.034;5.034;5.035;5.032;0.02;0.079;0.099;252.0;236.0;208.0;24.0;88.7;89.2;88.8;2.5;0.909;44.524;228.0
RP060620230900004;5.035;5.038;5.039;5.039;5.036;0.02;0.079;0.099;216.0;228.0;200.0;22.3;88.7;89.2;88.9;2.5;0.876;42.98;232.0
RP060620230900002;5.038;5.042;5.042;5.043;5.039;0.02;0.079;0.099;244.0;224.0;172.0;22.3;88.9;89.3;89.0;2.5;0.958;46.398;220.0
RP060620230900033;5.014;5.018;5.018;5.019;5.015;0.02;0.08;0.1;260.0;232.0;196.0;24.3;88.7;89.2;88.9;2.45;0.917;45.078;228.0
RP060620230900037;5.03;5.034;5.035;5.035;5.031;0.02;0.099;0.11900000000000001;244.0;212.0;188.0;22.3;88.8;89.3;89.0;2.5;0.93;45.39;224.0
RP060620230900006;5.036;5.04;5.041;5.042;5.037;0.02;0.099;0.11900000000000001;236.0;236.0;184.0;23.3;88.8;89.4;89.1;2.5;0.911;44.287;228.0
RP060620230900001;5.022;5.027;5.027;5.027;5.024;-0.0;0.099;0.099;228.0;208.0;188.0;23.0;88.3;88.8;88.4;2.5;0.938;45.803;220.0
RP060620230900007;5.055;5.058;5.058;5.058;5.056;-0.0;0.059;0.059;268.0;264.0;196.0;24.3;88.5;88.9;88.5;2.5;0.915;44.497;248.0
RP060620230900007(1);5.054;5.057;5.057;5.057;5.055;-0.0;0.059;0.059;256.0;260.0;196.0;24.3;88.3;88.8;88.4;2.5;0.906;44.248;252.0
RP060620230900008;5.017;5.021;5.021;5.022;5.018;0.02;0.08;0.1;276.0;248.0;204.0;24.3;88.7;89.2;89.0;2.5;0.927;45.316;260.0
RP060620230900005;5.063;5.066;5.066;5.066;5.064;-0.0;0.059;0.059;256.0;208.0;196.0;22.3;88.5;88.8;88.2;2.5;0.923;45.357;196.0
RP060620230900005(1);5.061;5.064;5.064;5.064;5.062;-0.0;0.059;0.059;216.0;216.0;140.0;23.0;88.3;88.7;88.1;2.5;0.915;45.076;208.0
RP060620230900003;5.034;5.038;5.038;5.037;5.035;0.02;0.079;0.099;256.0;232.0;208.0;23.7;88.7;89.2;88.8;2.5;0.886;43.662;248.0
RP060620230900031;5.02;5.024;5.024;5.023;5.022;0.02;0.08;0.1;276.0;252.0;204.0;24.3;88.8;89.3;89.0;2.5;0.918;45.158;236.0
RP060620230900032;5.032;5.037;5.038;5.038;5.034;0.02;0.119;0.13899999999999998;280.0;244.0;208.0;24.7;88.9;89.4;89.1;2.5;0.88;43.015;264.0
RP060620230900018;5.039;5.043;5.043;5.044;5.04;0.02;0.079;0.099;256.0;240.0;212.0;22.3;88.8;89.3;89.0;2.5;0.924;45.63;224.0
RP060620230900024;5.029;5.035;5.035;5.037;5.032;0.04;0.119;0.159;204.0;184.0;184.0;21.2;88.6;89.1;88.8;2.5;0.926;45.193;184.0
RP060620230900016;5.021;5.024;5.024;5.024;5.022;-0.0;0.06;0.06;256.0;228.0;204.0;24.3;88.7;89.2;88.9;2.5;0.896;44.383;216.0
RP060620230900012;5.021;5.025;5.026;5.026;5.023;0.02;0.099;0.11900000000000001;276.0;220.0;204.0;23.3;88.9;89.4;89.2;2.5;0.912;44.013;260.0
RP060620230900009;5.024;5.028;5.029;5.029;5.026;0.02;0.099;0.11900000000000001;280.0;256.0;204.0;25.0;88.9;89.4;89.1;2.5;0.913;44.675;240.0
RP060620230900017;5.028;5.033;5.033;5.033;5.03;-0.0;0.099;0.099;256.0;240.0;204.0;25.0;88.7;89.2;89.0;2.5;0.912;44.495;216.0
RP060620230900034;5.016;5.02;5.02;5.021;5.017;0.02;0.08;0.1;228.0;216.0;184.0;22.3;88.6;89.1;88.8;2.5;0.928;45.581;220.0
RP060620230900013;5.042;5.046;5.046;5.047;5.043;0.02;0.079;0.099;240.0;228.0;200.0;22.6;88.8;89.3;89.1;2.5;0.926;45.439;196.0
RP060620230900011;5.02;5.025;5.025;5.026;5.022;0.02;0.1;0.12000000000000001;248.0;244.0;208.0;24.0;88.8;89.3;89.0;2.5;0.89;43.633;264.0
RP060620230900010;5.023;5.027;5.027;5.028;5.024;0.02;0.08;0.1;244.0;248.0;208.0;24.0;88.6;89.2;88.9;2.5;0.929;45.268;220.0
RP060620230900014;5.027;5.031;5.032;5.033;5.029;0.02;0.099;0.11900000000000001;272.0;248.0;216.0;24.3;88.8;89.3;89.1;2.5;0.903;44.018;236.0
RP060620230900015;5.039;5.044;5.044;5.045;5.041;0.02;0.099;0.11900000000000001;292.0;248.0;216.0;25.9;88.8;89.3;89.0;2.5;0.873;43.099;220.0
RP060620230900030;5.016;5.02;5.021;5.021;5.018;0.02;0.1;0.12000000000000001;260.0;244.0;204.0;24.3;88.8;89.3;89.0;2.5;0.914;44.546;256.0
RP060620230900020;5.058;5.063;5.063;5.064;5.06;0.02;0.099;0.11900000000000001;272.0;232.0;212.0;24.0;88.7;89.3;88.9;2.5;0.918;44.76;248.0
RP060620230900020(1);5.057;5.061;5.062;5.062;5.058;0.02;0.099;0.11900000000000001;268.0;252.0;212.0;24.3;88.6;89.1;88.9;2.5;0.913;44.547;200.0
RP060620230900021;5.018;5.023;5.023;5.024;5.02;0.02;0.1;0.12000000000000001;252.0;220.0;212.0;21.9;88.8;89.4;89.1;2.5;0.883;42.913;252.0
RP060620230900022;5.058;5.061;5.061;5.061;5.059;-0.0;0.059;0.059;272.0;236.0;228.0;24.7;88.4;88.8;88.4;2.5;0.91;44.756;204.0
RP060620230900022(1);5.057;5.06;5.059;5.059;5.057;0.02;0.04;0.06;264.0;228.0;184.0;23.3;88.3;88.7;88.2;2.5;0.905;44.492;228.0
RP060620230900027;5.024;5.028;5.028;5.028;5.025;-0.0;0.08;0.08;244.0;232.0;204.0;23.3;88.7;89.2;88.8;2.5;0.957;47.198;228.0
RP060620230900019;5.013;5.016;5.016;5.016;5.014;-0.0;0.06;0.06;248.0;248.0;204.0;24.0;88.8;89.3;89.1;2.5;0.899;44.441;220.0
RP060620230900038;5.052;5.056;5.056;5.057;5.053;0.02;0.079;0.099;232.0;240.0;216.0;23.7;88.8;89.3;88.9;2.5;0.884;43.767;220.0
RP060620230900038(1);5.051;5.055;5.055;5.056;5.052;0.02;0.079;0.099;248.0;252.0;220.0;23.3;88.6;89.1;88.8;2.5;0.88;43.525;224.0
RP060620230900028;5.035;5.039;5.04;5.04;5.036;0.02;0.099;0.11900000000000001;272.0;256.0;208.0;25.3;88.7;89.2;89.0;2.5;0.883;43.782;276.0
RP060620230900029;5.025;5.03;5.03;5.031;5.027;0.02;0.099;0.11900000000000001;300.0;260.0;220.0;26.5;88.8;89.3;89.1;2.5;0.895;44.14;276.0
RP060620230900025;5.042;5.046;5.046;5.046;5.043;-0.0;0.079;0.079;220.0;228.0;200.0;21.9;88.8;89.3;88.9;2.5;0.877;42.97;232.0
RP060620230900026;5.021;5.026;5.026;5.026;5.023;-0.0;0.099;0.099;288.0;268.0;188.0;26.5;88.8;89.3;89.0;2.5;0.901;44.006;244.0
RP060620230900023;5.082;5.083;5.083;5.082;5.082;0.02;0.02;0.04;280.0;256.0;200.0;25.3;88.6;89.1;88.7;2.5;0.898;44.07;244.0
RP060620230900023(1);5.081;5.082;5.081;5.08;5.081;0.02;-0.0;0.02;284.0;244.0;196.0;25.9;88.5;88.9;88.6;2.5;0.891;43.816;248.0
